UserID,CLOITA,CLOITD,CLOITG,CLOITJ,CLOITM,CLOITP,CLOITC,CLOITF,CLOITI,CLOITL,CLOITO,CLOITB,CLOITE,CLOITH,CLOITK,CLOITN,CLOITTOT,CLOITPA,CLOITBC,CLOITDE,CLOITFG,CLOITHI,CLOITJK,CLOITLM,CLOITNO,CLOITAB,CLOITCD,CLOITEF,CLOITGH,CLOITIJ,CLOITKL,CLOITMN,CLOITOP,CLOITHD,CLOITHS,CLOITFS,CLOITFD,CLOITDOM,CLOITSUB,CLOITFRI,CLOITHOS,CLOITCONTROL,CLOITAFFILIA,NIC,AIN,CLOITA.ip,CLOITD.ip,CLOITG.ip,CLOITJ.ip,CLOITM.ip,CLOITP.ip,CLOITC.ip,CLOITF.ip,CLOITI.ip,CLOITL.ip,CLOITO.ip,CLOITB.ip,CLOITE.ip,CLOITH.ip,CLOITK.ip,CLOITN.ip,CLOITPA.ip,CLOITBC.ip,CLOITDE.ip,CLOITFG.ip,CLOITHI.ip,CLOITJK.ip,CLOITLM.ip,CLOITNO.ip,CLOITAB.ip,CLOITCD.ip,CLOITEF.ip,CLOITGH.ip,CLOITIJ.ip,CLOITKL.ip,CLOITMN.ip,CLOITOP.ip,CLOITHD.ip,CLOITHS.ip,CLOITFS.ip,CLOITFD.ip,CLOITDOM.ip,CLOITSUB.ip,CLOITFRI.ip,CLOITHOS.ip,CLOITCONTROL.ip,CLOITAFFILIA.ip
22212366,4,4,5,6,6,2,3,0,0,5,2,2,2,1,7,4,53,6,5,6,5,1,13,11,6,6,7,2,6,6,12,10,4,12.786,7.338,21.406,14.614,14.295,16.867,23.743,12.501,-2.572,11.242,20,1.35,0.056748421,0.053640622,0.25671822,0.416310204,0.421424528,-0.448500765,-0.148997438,-0.828414659,-0.775682807,0.141656479,-0.444633769,-0.428744327,-0.448390156,-0.5894924,0.552093395,0.016918947,-0.391752345,-0.577741765,-0.394749534,-0.571696439,-1.365175207,0.968403599,0.563081007,-0.427714822,-0.371995907,-0.095356816,-1.276804815,-0.33277418,-0.359372603,0.693749874,0.438343474,-0.893134535,-0.772483969,-1.918847487,0.817194007,-0.505347095,-1.146498993,-0.626901727,0.631593192,-1.47810744,-0.519597266,2.109700632
39495363,2,8,7,6,5,0,6,4,6,0,0,4,1,8,3,1,61,2,10,9,11,14,9,5,1,6,14,5,15,12,3,6,0,19.209,23.037,16.321,5.873,13.385,27.538,10.343,25.875,-14.153,-15.532,41,1.487804878,-0.375170812,0.866773945,0.659783152,0.452792359,0.245801566,-0.789152397,0.452792359,0.038810774,0.452792359,-0.789152397,-0.789152397,0.038810774,-0.582161605,0.866773945,-0.168180019,-0.582161605,-1.164323209,0.491603133,0.28461234,0.698593926,1.319566304,0.28461234,-0.543350831,-1.371314002,-0.336360038,1.319566304,-0.543350831,1.526557097,0.905584718,-0.957332416,-0.336360038,-1.578304795,0.61271862,1.405079375,0.014929211,-2.147710592,-1.197286493,1.732254197,-1.826952485,1.388028509,-2.92954069,-3.214980993
39679398,9,8,4,5,7,9,3,1,3,7,7,3,5,4,9,9,93,18,6,13,5,7,14,14,16,12,11,6,8,8,16,16,16,23.062,14.276,27.158,34.944,33.669,23.571,38.458,20.946,10.098,17.512,62,1.5,0.646087443,0.443393343,-0.367383056,-0.164688956,0.240699244,0.646087443,-0.570077156,-0.975465355,-0.570077156,0.240699244,0.240699244,-0.570077156,-0.164688956,-0.367383056,0.646087443,0.646087443,1.292174886,-1.140154311,0.278704387,-1.342848411,-0.937460212,0.481398487,0.481398487,0.886786687,0.076010287,-0.126683812,-1.140154311,-0.734766112,-0.734766112,0.886786687,0.886786687,0.886786687,-0.346784268,-2.127654629,0.483450765,2.061627026,0.900721906,-1.146083114,1.87142395,-1.678155126,2.04680502,3.549579076
41631419,1,2,8,6,7,4,3,3,1,7,5,3,2,4,9,6,71,5,6,4,11,5,15,14,11,4,5,5,12,7,16,13,9,9.741,16.589,26.668,19.896,16.188,26.089,32.74,17.078,-9.901,15.662,50,1.42,-0.721749973,-0.511786345,0.747995427,0.32806817,0.538031798,-0.091859088,-0.301822716,-0.301822716,-0.721749973,0.538031798,0.118104541,-0.301822716,-0.511786345,-0.091859088,0.957959055,0.32806817,-0.813609061,-0.603645432,-1.023572689,0.446172711,-0.813609061,1.286027225,1.076063597,0.446172711,-1.023572689,-0.813609061,-0.813609061,0.656136339,-0.393681804,1.495990854,0.866099968,0.026245454,-1.925707665,-0.487876736,1.628346676,0.206472983,-1.285764771,0.793085116,2.18955321,-1.098897141,-2.078849887,3.288450351
42894859,6,3,4,6,7,4,9,3,0,7,3,3,7,7,7,3,79,10,12,10,7,7,13,14,6,9,12,10,11,6,14,10,7,23.735,18.189,23.961,18.659,23.25,23.619,27.14,25.565,-0.369,1.575,56,1.410714286,0.224014114,-0.408496326,-0.197659512,0.224014114,0.434850927,-0.197659512,0.856524554,-0.408496326,-1.041006766,0.434850927,-0.408496326,-0.408496326,0.434850927,0.434850927,0.434850927,-0.408496326,0.026354602,0.448028228,0.026354602,-0.606155838,-0.606155838,0.658865041,0.869701855,-0.816992651,-0.184482212,0.448028228,0.026354602,0.237191415,-0.816992651,0.869701855,0.026354602,-0.606155838,0.567440928,-0.601860038,0.615090048,-0.502766736,-0.332226109,-0.254427324,0.487929095,0.155861114,-0.077798784,0.332067981
44674015,6,1,3,6,5,3,3,0,0,7,5,3,3,4,5,5,59,9,6,4,3,4,11,12,10,9,4,3,7,6,12,10,8,13.059,8.817,20.547,20.169,19.498,17.577,26.605,10.847,1.921,15.758,18,1.444444444,0.367610043,-0.685464986,-0.216345381,0.300640432,0.112952024,-0.323341723,-0.225258934,-0.862629318,-0.836128723,0.48103846,0.115624732,-0.282288771,-0.315909648,-0.029233899,0.107781831,0.152532267,0.04426832,-0.507547704,-1.001374634,-1.0789747,-0.865362621,0.408422263,0.593990483,0.268156999,0.085321272,-0.910723919,-1.178538966,-0.24557928,-0.535488291,0.588820291,0.265484291,-0.207716991,-1.082911225,-1.854918122,0.318767201,0.297554176,-0.473617145,-0.808252815,0.847625221,-2.177876218,0.334635669,3.025501439
44913475,0,2,1,9,9,4,1,0,2,9,2,0,0,1,9,6,55,4,1,2,1,3,18,18,8,0,3,0,2,11,18,15,6,2.848,3.338,33.409,17.603,8.881,21.757,35.616,3.645,-12.876,31.971,38,1.447368421,-0.740342178,-0.309597638,-0.524969908,1.198008252,1.198008252,0.121146902,-0.524969908,-0.740342178,-0.309597638,1.198008252,-0.309597638,-0.740342178,-0.740342178,-0.524969908,1.198008252,0.551891442,-0.619195276,-1.265312087,-1.049939817,-1.265312087,-0.834567547,2.396016504,2.396016504,0.242293804,-1.480684357,-0.834567547,-1.480684357,-1.049939817,0.888410614,2.396016504,1.749899694,-0.188450736,-2.541958139,-2.436425727,4.040033806,0.635859706,-1.809719342,0.963414007,3.948258298,-2.937408548,-2.773133349,6.885666846
46490609,4,3,7,5,9,5,3,1,2,5,3,1,2,3,7,6,66,9,4,5,8,5,12,14,9,5,6,3,10,7,12,15,8,10.938,13.524,24.017,22.355,17.233,21.588,30.064,14.298,-4.355,15.766,45,1.466666667,-0.025794108,-0.23214697,0.593264478,0.180558754,1.005970202,0.180558754,-0.23214697,-0.644852694,-0.438499832,0.180558754,-0.23214697,-0.644852694,-0.438499832,-0.23214697,0.593264478,0.386911616,0.154764647,-0.876999664,-0.670646802,-0.051588216,-0.670646802,0.773823233,1.186528957,0.154764647,-0.670646802,-0.46429394,-1.083352526,0.361117509,-0.257941078,0.773823233,1.392881819,-0.051588216,-1.370750474,-0.837121973,1.328138608,0.985180151,-0.723782663,0.174884051,1.923930909,-1.329428313,-0.898666714,3.253359222
47224602,9,2,7,6,9,2,6,3,1,8,4,7,3,1,6,4,78,11,13,5,10,2,12,17,8,16,8,6,8,7,14,13,6,22.8,13.524,26.006,22.27,26.684,20.872,30.222,19.875,5.812,10.347,54,1.444444444,0.851205556,-0.593264478,0.438499832,0.23214697,0.851205556,-0.593264478,0.23214697,-0.386911616,-0.79961734,0.644852694,-0.180558754,0.438499832,-0.386911616,-0.79961734,0.23214697,-0.180558754,0.257941078,0.670646802,-0.980176095,0.051588216,-1.599234681,0.46429394,1.49605825,-0.361117509,1.289705388,-0.361117509,-0.773823233,-0.361117509,-0.567470371,0.876999664,0.670646802,-0.773823233,0.417400252,-1.496728896,1.078967527,0.308033235,0.448301593,-0.751021241,1.178378019,-0.956755045,1.199322834,2.135133063
48923280,6,1,3,5,9,2,3,0,4,7,6,3,2,6,7,7,71,8,6,3,3,10,12,16,13,9,4,2,9,9,14,16,8,12.352,12.786,27.279,24.921,20.047,23.915,33.808,10.613,-3.868,23.195,49,1.448979592,0.322775511,-0.710106125,-0.29695347,0.116199184,0.942504493,-0.503529798,-0.29695347,-0.916682452,-0.090377143,0.529351838,0.322775511,-0.29695347,-0.503529798,0.322775511,0.529351838,0.529351838,-0.180754286,-0.593906941,-1.213635922,-1.213635922,0.232398368,0.645551023,1.471856331,0.85212735,0.025822041,-1.007059595,-1.42021225,0.025822041,0.025822041,1.058703677,1.471856331,-0.180754286,-1.355269817,-1.265615691,1.72829502,1.24118804,-0.467843737,0.331193497,2.374853102,-2.416684808,-0.799037234,4.79153791
53792919,4,1,1,4,7,3,2,0,0,7,2,3,1,1,4,4,44,7,5,2,1,1,8,14,6,7,3,1,2,4,11,11,5,9.231,2.631,19.113,16.245,14.287,10.836,24.087,5.577,3.451,18.51,5,1,0.297984934,-0.519285857,-0.463969197,0.053016616,0.810798302,-0.008743744,-0.343765587,-0.728132697,-0.704672804,0.720097543,-0.347756899,0.019750489,-0.598034575,-0.507947171,-0.016030076,0.02872036,0.28924119,-0.324015098,-1.117320432,-1.192101894,-1.212619974,0.03698654,1.530895845,-0.319036539,0.317735423,-0.863051444,-1.326167271,-0.971916368,-0.651656187,0.704067466,0.839518662,-0.356500643,-1.017471363,-2.527121111,0.773358134,0.454611242,-0.368637817,-1.467465586,1.262465162,-2.50869714,1.09882777,3.771162302
59834652,4,1,1,6,7,2,3,0,1,7,2,3,1,1,5,4,48,6,6,2,1,2,11,14,6,7,4,1,2,7,12,11,4,10.231,3.338,22.668,15.321,14.07,14.391,25.177,6.284,-0.321,18.893,0,NA,0.004144046,-0.585922604,-0.505006862,0.41437698,0.587663481,-0.404170981,-0.195692957,-0.761369443,-0.597877194,0.476689183,-0.370926439,-0.214744091,-0.632449674,-0.52557292,0.12505989,0.059181583,-0.400026935,-0.410437048,-1.218372278,-1.266376305,-1.123450114,0.539436869,1.064352664,-0.311744855,-0.210600045,-0.781615561,-1.393819117,-1.030579782,-0.183500214,0.601749073,0.646845064,-0.77509742,-1.379721062,-2.563982701,0.941183929,-0.271288721,-1.170075205,-1.078277292,0.912889316,-2.656283712,-0.091797913,3.569173029
60030065,8,4,6,6,7,2,4,1,4,7,6,4,1,5,8,7,80,10,8,5,7,9,14,14,13,12,8,2,11,10,15,14,8,17.755,15.079,27.789,24.921,24.827,27.126,32.898,16.137,-2.299,16.761,56,1.428571429,0.625543242,-0.208514414,0.208514414,0.208514414,0.417028828,-0.625543242,-0.208514414,-0.834057656,-0.208514414,0.417028828,0.208514414,-0.208514414,-0.834057656,-3.70E-17,0.625543242,0.417028828,0,-0.417028828,-1.04257207,-0.625543242,-0.208514414,0.834057656,0.834057656,0.625543242,0.417028828,-0.417028828,-1.668115312,0.208514414,0,1.04257207,0.834057656,-0.417028828,-0.741268742,-1.299253314,1.350964889,0.752945549,-0.065265012,0.414109626,1.617654824,-1.87725527,-0.479374638,3.494910094
61654127,4,6,3,5,9,2,6,1,2,6,5,4,1,3,1,6,64,6,10,7,4,5,6,15,11,8,12,2,6,7,7,15,7,18.775,8.817,18.941,21.583,21.917,14.901,27.011,16.512,7.016,10.499,46,1.391304348,7.40E-17,0.431331093,-0.215665546,0.215665546,1.078327732,-0.431331093,0.431331093,-0.646996639,-0.431331093,0.431331093,0.215665546,7.40E-17,-0.646996639,-0.215665546,-0.646996639,0.431331093,-0.431331093,0.431331093,-0.215665546,-0.862662186,-0.646996639,-0.431331093,1.509658825,0.646996639,1.48E-16,0.862662186,-1.293993278,-0.431331093,-0.215665546,-0.215665546,1.509658825,-0.215665546,0.372454399,-1.775143112,0.408254879,0.978043253,0.389276311,-1.123833162,1.487876605,-0.776395967,1.513109474,2.264272572
62170953,4,5,1,5,4,2,3,2,0,3,2,3,3,2,4,3,46,6,6,8,3,2,9,7,5,7,8,5,3,5,7,7,4,15.341,6.817,14.22,12.276,15.219,11.918,16.467,14.211,3.301,2.256,18,1.388888889,0.153844043,0.43299417,-0.522914318,0.315422733,0.091602783,-0.336569468,-0.020950636,-0.266672568,-0.710346754,-0.160588074,-0.381633631,-0.114646613,-0.034116059,-0.212439859,0.014570149,-0.069861744,-0.182725425,-0.135597248,0.398878111,-0.789586886,-0.922786613,0.329992882,-0.068985291,-0.451495375,0.03919743,0.412043534,-0.300788628,-0.735354177,-0.394924021,-0.146017925,0.021741039,-0.7182031,0.357850192,-1.49194941,-0.279814614,-0.583645165,-0.408626973,-1.138230732,-0.38894593,-0.39022154,0.729603759,0.00127561
63345635,5,3,2,7,7,3,3,0,4,7,6,5,2,1,5,4,64,8,8,5,2,5,12,14,10,10,6,2,3,11,12,11,9,15.341,7.166,25.713,20.952,21.436,19.022,28.771,10.605,2.414,18.166,46,1.391304348,0.215665546,-0.215665546,-0.431331093,0.646996639,0.646996639,-0.215665546,-0.215665546,-0.862662186,5.55E-17,0.646996639,0.431331093,0.215665546,-0.431331093,-0.646996639,0.215665546,3.70E-17,1.11E-16,1.39E-16,-0.646996639,-1.293993278,-0.646996639,0.862662186,1.293993278,0.431331093,0.431331093,-0.431331093,-1.293993278,-1.078327732,0.646996639,0.862662186,0.646996639,0.215665546,-0.368141088,-2.13120693,1.86874196,0.841958293,0.285541183,-0.235075446,1.867447966,-2.05033235,0.520616629,3.917780316
65725593,3,1,2,7,7,3,3,0,0,7,2,3,1,1,5,4,49,6,6,2,2,1,12,14,6,6,4,1,3,7,12,11,5,9.524,3.631,22.885,15.538,13.994,15.022,25.943,6.991,-1.028,18.952,6,1,-0.222386193,-0.661797118,-0.253325906,0.659568688,0.658205931,-0.161336115,-0.111457778,-0.836031797,-0.812571904,0.567505171,-0.370926439,-0.214744091,-0.632449674,-0.52557292,0.12505989,0.059181583,-0.383722308,-0.32620187,-1.294246792,-1.089357703,-1.338144824,0.784628578,1.225711103,-0.311744855,-0.437130284,-0.773254896,-1.468481471,-0.778898826,-0.153003216,0.692565061,0.717387514,-0.532262554,-1.525750813,-2.53307892,1.149739393,-0.157192671,-1.141731695,-0.882289585,1.254259918,-2.557887071,-0.25944211,3.812146989
67698958,6,0,2,7,9,1,0,0,0,9,7,1,3,5,7,5,62,7,1,3,2,5,14,18,12,7,0,3,7,7,16,14,8,7.287,8.741,28.147,23.149,14.712,20.898,34.898,6.712,-6.186,28.186,42,1.476190476,0.440852631,-0.803907739,-0.388987616,0.648312693,1.063232816,-0.596447677,-0.803907739,-0.803907739,-0.803907739,1.063232816,0.648312693,-0.596447677,-0.181527554,0.233392569,0.648312693,0.233392569,-0.155595046,-1.400355417,-0.985435293,-1.192895355,-0.57051517,1.296625386,2.126465632,0.881705262,-0.155595046,-1.607815478,-0.985435293,-0.155595046,-0.155595046,1.711545509,1.296625386,0.051865015,-1.914493314,-1.612846385,2.413123573,1.376238184,-0.989895684,0.293452257,3.197893121,-2.649576178,-1.283347942,5.847469299
69246685,1,1,9,7,4,0,6,6,4,3,4,1,3,4,3,3,59,1,7,4,15,8,10,7,7,2,7,9,13,11,6,7,4,10.676,23.189,17.896,10.307,10.526,26.095,17.174,21.988,-15.569,-4.814,41,1.43902439,-0.572621181,-0.572621181,1.13192559,0.705788897,0.066583858,-0.785689527,0.492720551,0.492720551,0.066583858,-0.146484488,0.066583858,-0.572621181,-0.146484488,0.066583858,-0.146484488,-0.146484488,-1.358310708,-0.07990063,-0.719105669,1.624646141,0.133167716,0.559304409,-0.07990063,-0.07990063,-1.145242362,-0.07990063,0.346236063,1.198509448,0.772372756,-0.292968976,-0.07990063,-0.719105669,-1.073891099,1.592233119,0.464462362,-1.152513319,-1.707689529,1.609571556,-0.291211162,0.734499857,-3.317261085,-1.02571102
71110608,3,1,1,7,5,2,1,0,1,7,2,2,1,1,7,4,45,5,3,2,1,2,14,12,6,5,2,1,2,8,14,9,4,6.6,3.338,24.178,13.2,10.732,16.729,24.974,4.487,-5.997,20.487,15,1.266666667,-0.04339517,-0.488256009,-0.533803125,0.841164234,0.34902913,-0.327767835,-0.470017549,-0.735429922,-0.465068268,0.728643924,-0.382643944,-0.366754502,-0.607276852,-0.527502575,0.697327799,0.134405158,-0.371163005,-0.836772051,-1.095532861,-1.269233047,-0.992570843,1.538492032,1.077673055,-0.248238786,-0.410149672,-0.958273558,-1.342706774,-1.0613057,0.376095965,1.425971723,0.483434288,-0.710411779,-1.720072381,-2.458900752,2.065790866,-0.345227848,-1.423490361,-0.062231988,1.565598788,-2.790164329,-1.361258373,4.355763117
74101214,0,1,8,9,7,3,3,5,5,6,6,1,0,3,9,2,68,3,4,1,13,8,18,13,8,1,4,5,11,14,15,9,9,4.848,18.927,31.344,15.569,11.208,32.32,29.593,14.853,-21.112,14.74,47,1.446808511,-0.882596024,-0.674926371,0.778761197,0.98643085,0.571091545,-0.259587066,-0.259587066,0.155752239,0.155752239,0.363421892,0.363421892,-0.674926371,-0.882596024,-0.259587066,0.98643085,-0.467256718,-1.14218309,-0.934513437,-1.557522395,0.934513437,-0.103834826,1.9728617,0.934513437,-0.103834826,-1.557522395,-0.934513437,-0.726843784,0.519174132,1.14218309,1.349852742,0.103834826,0.103834826,-2.754841777,0.168939262,2.74757334,-0.528415431,-2.110131341,2.274190366,1.707875223,-1.353175457,-4.384321707,3.06105068
