UserID,Gender,CSIPPA,CSIPBC,CSIPDE,CSIPFG,CSIPHI,CSIPJK,CSIPLM,CSIPNO,CSIPTOT,CSIPPA.ip,CSIPBC.ip,CSIPDE.ip,CSIPFG.ip,CSIPHI.ip,CSIPJK.ip,CSIPLM.ip,CSIPNO.ip
219302651,0,8,12,19,22,14,3,9,3,90,-0.360139821,0.083109189,0.858794958,1.191231716,0.304733695,-0.914201084,-0.249327568,-0.914201084
220433211,0,3,0,1,8,6,7,18,7,50,-0.403306832,-0.775590061,-0.651495651,0.217165217,-0.031023602,0.093070807,1.458109314,0.093070807
220747573,,1,0,1,2,5,9,10,3,31,-0.525037531,-0.70765928,-0.525037531,-0.342415781,0.205449468,0.935936468,1.118558217,-0.159794031
221540321,0,2,8,9,14,4,15,24,6,82,-0.783275894,-0.213620698,-0.118678166,0.356034497,-0.593390829,0.45097703,1.305459824,-0.403505764
226635415,1,11,5,3,5,7,5,5,5,46,0.783167848,-0.111881121,-0.410230777,-0.111881121,0.186468535,-0.111881121,-0.111881121,-0.111881121
228591540,0,2,6,8,14,9,15,23,8,85,-0.862028707,-0.462247278,-0.262356563,0.337315581,-0.162411206,0.437260938,1.236823797,-0.262356563
236157361,0,7,1,0,0,7,9,10,8,42,0.251447423,-0.610658027,-0.754342269,-0.754342269,0.251447423,0.538815906,0.682500148,0.395131664
236179850,0,2,1,0,3,2,3,11,3,25,-0.244136538,-0.461146793,-0.678157049,-0.027126282,-0.244136538,-0.027126282,1.708955763,-0.027126282
237919932,1,1,2,5,11,3,7,16,6,51,-0.650098894,-0.529150262,-0.166304368,0.55938742,-0.408201631,0.075592895,1.164130577,-0.045355737
242800185,1,0,6,12,7,10,11,5,4,55,-0.847962084,-0.107922447,0.63211719,0.015417492,0.385437311,0.50877725,-0.231262387,-0.354602326
244888207,1,4,3,3,6,16,22,22,12,88,-0.696526033,-0.796029752,-0.796029752,-0.497518595,0.497518595,1.094540909,1.094540909,0.099503719
247130080,0,2,8,9,17,23,18,20,5,102,-1.191231716,-0.5263582,-0.415545947,0.470952074,1.135825589,0.581764326,0.803388832,-0.858794958
247569339,1,7,2,5,7,7,5,10,12,55,0.016743585,-0.652999806,-0.251153772,0.016743585,0.016743585,-0.251153772,0.418589619,0.686486976
262120821,0,5,4,2,12,17,8,13,8,69,-0.437639264,-0.558367337,-0.799823483,0.407457246,1.011097611,-0.075455046,0.528185319,-0.075455046
266761634,1,6,4,1,0,1,7,10,8,37,0.23717695,-0.107807705,-0.625284686,-0.797777014,-0.625284686,0.409669277,0.927146259,0.582161605
269493823,0,5,4,10,4,3,0,0,4,30,0.221186978,0.044237396,1.105934888,0.044237396,-0.132712187,-0.663560933,-0.663560933,0.044237396
271514345,0,0,3,2,5,2,10,9,2,33,-0.583454266,-0.159123891,-0.300567349,0.123763026,-0.300567349,0.830980319,0.68953686,-0.300567349
271532889,1,6,8,9,9,10,11,7,8,68,-0.593390829,-0.118678166,0.118678166,0.118678166,0.356034497,0.593390829,-0.356034497,-0.118678166
271779790,0,4,3,11,15,17,11,13,5,79,-0.737351294,-0.862857897,0.141194929,0.643221342,0.894234548,0.141194929,0.392208135,-0.611844691
273510516,1,6,2,11,10,13,9,15,12,78,-0.458349249,-0.947255114,0.152783083,0.030556617,0.397236015,-0.09166985,0.641688948,0.275009549
283986684,0,0,0,1,0,0,2,0,1,4,-0.25819889,-0.25819889,0.25819889,-0.25819889,-0.25819889,0.774596669,-0.25819889,0.25819889
287749398,0,13,21,20,22,23,15,23,10,147,-0.611113661,0.298450858,0.184755293,0.412146423,0.525841988,-0.383722532,0.525841988,-0.952200356
289884303,0,1,3,4,4,13,14,16,9,64,-0.989949494,-0.707106781,-0.565685425,-0.565685425,0.707106781,0.848528137,1.13137085,0.141421356
290504298,1,0,3,14,13,16,11,8,1,66,-0.922738556,-0.587197263,0.643120812,0.531273714,0.866815007,0.307579519,-0.027961774,-0.810891458
291841201,,13,6,10,5,3,3,9,7,56,0.781133466,-0.130188911,0.390566733,-0.260377822,-0.520755644,-0.520755644,0.260377822,3.12E-17
292667808,0,0,8,15,23,24,13,11,7,101,-1.195036166,-0.437785526,0.224808784,0.982059423,1.076715753,0.035496124,-0.153816536,-0.532441856
293089725,1,5,6,13,6,10,10,14,9,73,-0.584918854,-0.443120344,0.549469227,-0.443120344,0.124073696,0.124073696,0.691267737,-0.017724814
296268359,,0,0,3,2,2,4,12,5,28,-0.51745489,-0.51745489,-0.073922127,-0.221766381,-0.221766381,0.073922127,1.256676161,0.221766381
298900925,,3,0,0,9,7,4,10,1,34,-0.20294374,-0.690008715,-0.690008715,0.771186211,0.446476227,-0.040588748,0.933541202,-0.527653723
306683155,0,5,5,10,0,1,0,2,2,25,0.359287879,0.359287879,1.317388888,-0.598813131,-0.407192929,-0.598813131,-0.215572727,-0.215572727
309678713,,0,5,2,4,7,4,2,2,26,-0.644386076,0.346977118,-0.247840799,0.148704479,0.743522396,0.148704479,-0.247840799,-0.247840799
313662182,0,2,5,5,10,8,8,13,5,56,-0.620173673,-0.248069469,-0.248069469,0.372104204,0.124034735,0.124034735,0.744208408,-0.248069469
315856145,1,18,2,2,9,13,17,18,17,96,0.688247202,-1.147078669,-1.147078669,-0.344123601,0.114707867,0.573539335,0.688247202,0.573539335
321934532,0,0,2,4,8,15,12,11,5,57,-1.152279594,-0.828832691,-0.505385787,0.14150802,1.273572183,0.788401828,0.626678376,-0.343662335
325757041,,0,0,4,4,4,3,10,2,27,-0.642311192,-0.642311192,0.118946517,0.118946517,0.118946517,-0.07136791,1.26083308,-0.261682337
329070231,,6,6,8,10,7,8,10,8,63,-0.375117242,-0.375117242,0.025007816,0.425132875,-0.175054713,0.025007816,0.425132875,0.025007816
330257355,0,0,6,20,24,24,18,15,0,107,-1.181689385,-0.651585736,0.58532278,0.938725213,0.938725213,0.408621563,0.143569738,-1.181689385
335897770,0,5,6,11,16,9,10,13,3,73,-0.493969912,-0.37421963,0.224531778,0.823283186,-0.014968785,0.104781496,0.464032341,-0.733470475
352268618,1,0,4,20,23,21,14,12,2,96,-1.104689541,-0.736459694,0.736459694,1.01263208,0.828517156,0.184114924,0,-0.920574618
357356521,0,1,2,1,2,5,2,12,6,31,-0.543475591,-0.354440603,-0.543475591,-0.354440603,0.212664362,-0.354440603,1.535909278,0.40169935
361656340,1,6,4,13,15,13,11,5,5,72,-0.447213595,-0.745355992,0.596284794,0.894427191,0.596284794,0.298142397,-0.596284794,-0.596284794
363844191,,0,0,1,4,12,11,11,4,43,-0.870687993,-0.870687993,-0.708699529,-0.222734138,1.073173573,0.911185109,0.911185109,-0.222734138
364705819,1,0,0,2,5,0,0,7,0,14,-0.337178136,-0.337178136,0.048168305,0.626187966,-0.337178136,-0.337178136,1.011534407,-0.337178136
367090662,0,24,24,24,23,21,17,16,20,169,0.420551929,0.420551929,0.420551929,0.274272997,-0.018284866,-0.603400594,-0.749679526,-0.164563798
369548897,0,7,3,1,2,0,5,10,8,36,0.396525793,-0.237915476,-0.55513611,-0.396525793,-0.713746427,0.079305159,0.872356744,0.55513611
369727295,,1,0,3,12,23,14,12,3,68,-0.809923871,-0.91791372,-0.593944172,0.377964473,1.565852817,0.593944172,0.377964473,-0.593944172
371242952,1,1,0,0,1,2,3,5,0,12,-0.134839972,-0.404519917,-0.404519917,-0.134839972,0.134839972,0.404519917,0.943879807,-0.404519917
371774356,1,2,17,20,20,16,8,19,11,113,-1.254042436,0.297350268,0.607628809,0.607628809,0.193924088,-0.633485354,0.504202629,-0.323206813
371801898,0,6,2,3,7,8,8,6,9,49,-0.019407417,-0.640444761,-0.485185425,0.135851919,0.291111255,0.291111255,-0.019407417,0.446370591
375028542,0,4,4,4,1,3,4,11,4,35,-0.054206049,-0.054206049,-0.054206049,-0.487854444,-0.198755514,-0.054206049,0.957640206,-0.054206049
376024287,0,4,5,12,10,13,10,11,0,65,-0.629170925,-0.47664464,0.591039353,0.285986784,0.743565638,0.285986784,0.438513069,-1.239276064
381009023,1,1,4,17,16,11,17,9,4,79,-0.983175827,-0.650834703,0.789310171,0.678529796,0.124627922,0.789310171,-0.096932828,-0.650834703
381880354,0,1,2,6,5,17,14,18,5,68,-0.885422004,-0.767365737,-0.295140668,-0.413196935,1.003478271,0.64930947,1.121534539,-0.413196935
382391290,0,4,2,1,1,5,3,8,7,31,0.023629374,-0.354440603,-0.543475591,-0.543475591,0.212664362,-0.165405615,0.779769326,0.590734338
383797316,0,5,0,1,1,11,6,5,1,30,0.236491885,-0.709475655,-0.520282147,-0.520282147,1.371652933,0.425685393,0.236491885,-0.520282147
391141579,0,2,0,2,1,8,6,6,9,34,-0.425685393,-0.804072409,-0.425685393,-0.614878901,0.709475655,0.331088639,0.331088639,0.898669163
391738703,0,0,0,3,1,7,5,5,1,22,-0.678289058,-0.678289058,0.061662642,-0.431638491,1.048264907,0.554963774,0.554963774,-0.431638491
392842299,1,8,4,4,3,10,15,21,15,80,-0.232495277,-0.697485832,-0.697485832,-0.813733471,-3.47E-18,0.581238194,1.278724026,0.581238194
393777865,0,0,0,0,3,0,4,10,2,19,-0.49139757,-0.49139757,-0.49139757,0.12931515,-0.49139757,0.33621939,1.57764483,-0.07758909
394762342,,1,1,0,2,3,0,0,0,7,0.050062617,0.050062617,-0.350438322,0.450563557,0.851064496,-0.350438322,-0.350438322,-0.350438322
397221064,,2,0,4,2,9,9,14,4,44,-0.477396038,-0.750193773,-0.204598302,-0.477396038,0.477396038,0.477396038,1.159390377,-0.204598302
401805477,,4,2,6,6,18,10,12,5,63,-0.473461808,-0.717829193,-0.229094423,-0.229094423,1.237109885,0.259640346,0.504007731,-0.351278116
402019082,,15,1,1,2,5,7,16,11,58,0.858794958,-0.692576579,-0.692576579,-0.581764326,-0.249327568,-0.027703063,0.969607211,0.415545947
403577555,0,11,5,3,9,6,12,11,3,60,0.51745489,-0.369610635,-0.665299144,0.221766381,-0.221766381,0.665299144,0.51745489,-0.665299144
403825395,,0,0,0,1,5,2,4,1,13,-0.504878164,-0.504878164,-0.504878164,-0.194183909,1.04859311,0.116510346,0.737898856,-0.194183909
404815335,0,5,2,2,10,17,12,11,3,62,-0.367689449,-0.768805211,-0.768805211,0.300836822,1.2367736,0.56824733,0.434542076,-0.635099957
414511950,,6,4,1,1,0,0,2,6,20,0.664410597,0.284747399,-0.284747399,-0.284747399,-0.474578998,-0.474578998,-0.0949158,0.664410597
416935432,1,8,9,16,10,7,5,3,2,60,0.059028134,0.177084401,1.003478271,0.295140668,-0.059028134,-0.295140668,-0.531253202,-0.64930947
425878645,0,3,0,0,0,5,7,2,5,22,0.046880723,-0.515687954,-0.515687954,-0.515687954,0.421926508,0.796972293,-0.140642169,0.421926508
426799749,1,0,1,0,0,4,1,4,3,13,-0.462226787,-0.177779534,-0.462226787,-0.462226787,0.675562228,-0.177779534,0.675562228,0.391114974
430184222,0,2,3,5,11,7,7,5,1,41,-0.438731548,-0.298337453,-0.017549262,0.82481531,0.263238929,0.263238929,-0.017549262,-0.579125643
433463340,1,0,1,3,1,7,7,5,0,24,-0.522232968,-0.348155312,-1.39E-17,-0.348155312,0.696310624,0.696310624,0.348155312,-0.522232968
433703737,1,1,0,0,0,1,0,9,1,12,-0.11250879,-0.33752637,-0.33752637,-0.33752637,-0.11250879,-0.33752637,1.687631851,-0.11250879
435164579,1,0,2,7,18,11,6,8,5,57,-1.071284746,-0.770573238,-0.018794469,1.635118823,0.582628546,-0.169150223,0.131561285,-0.319505977
436976092,1,0,0,0,1,0,4,8,1,14,-0.402139493,-0.402139493,-0.402139493,-0.172345497,-0.402139493,0.517036491,1.436212474,-0.172345497
441666097,0,1,9,8,3,0,2,5,4,32,-0.514495755,0.857492926,0.685994341,-0.171498585,-0.685994341,-0.34299717,0.171498585,8.33E-17
442758000,,9,2,5,4,10,5,4,7,46,0.474376737,-0.547357774,-0.109471555,-0.255433628,0.62033881,-0.109471555,-0.255433628,0.182452591
443996415,1,3,4,15,21,5,10,14,1,73,-0.579445629,-0.484842261,0.555794787,1.123414995,-0.390238893,0.082777947,0.461191419,-0.768652365
449158074,0,4,2,5,8,0,3,11,2,35,-0.04767915,-0.30196795,0.07946525,0.460898449,-0.556256749,-0.17482355,0.842331649,-0.30196795
453283910,,9,8,12,4,3,0,0,0,36,0.651217145,0.506502224,1.085361908,-0.072357461,-0.217072382,-0.651217145,-0.651217145,-0.651217145
454903642,1,5,10,16,19,18,11,9,5,93,-0.902724497,-0.22142299,0.596138819,1.004919723,0.868659422,-0.085162688,-0.357683291,-0.902724497
454990600,1,3,3,10,6,7,10,15,4,58,-0.542215792,-0.542215792,0.350845513,-0.159475233,-0.031895047,0.350845513,0.988746445,-0.414635606
456106817,0,9,7,10,6,10,15,24,14,95,-0.26030694,-0.441390028,-0.169765395,-0.531931572,-0.169765395,0.282942326,1.097816224,0.192400781
456720848,0,0,2,9,18,19,17,18,2,85,-1.107074942,-0.898684365,-0.169317344,0.768440254,0.872635543,0.664244965,0.768440254,-0.898684365
459169649,,0,0,0,1,2,0,3,1,7,-0.350438322,-0.350438322,-0.350438322,0.050062617,0.450563557,-0.350438322,0.851064496,0.050062617
463227788,,1,2,11,13,17,17,13,2,76,-1.048264907,-0.924939624,0.184987925,0.431638491,0.924939624,0.924939624,0.431638491,-0.924939624
471620237,1,7,5,7,9,9,8,10,5,60,-0.088735651,-0.443678255,-0.088735651,0.266206953,0.266206953,0.088735651,0.443678255,-0.443678255
473437378,0,4,3,12,15,18,13,13,7,85,-0.917757517,-1.056286954,0.190477975,0.606066285,1.021654595,0.329007412,0.329007412,-0.502169208
478497784,0,0,4,19,17,14,17,11,6,88,-1.179323788,-0.750478774,0.857690028,0.643267521,0.32163376,0.643267521,0,-0.536056267
478562326,0,6,4,5,3,3,2,4,1,28,0.56254395,0.11250879,0.33752637,-0.11250879,-0.11250879,-0.33752637,0.11250879,-0.56254395
480436071,,1,0,6,8,15,14,19,5,68,-0.861727484,-0.976624482,-0.287242495,-0.057448499,0.746830487,0.631933489,1.206418478,-0.402139493
480895447,0,6,2,2,4,9,12,16,10,61,-0.190375319,-0.65899149,-0.65899149,-0.424683404,0.161086809,0.512548936,0.981165107,0.278240851
481090052,1,7,3,6,1,2,4,8,4,35,0.497328815,-0.26050557,0.307870219,-0.639422763,-0.449964166,-0.071046974,0.686787412,-0.071046974
483259953,0,0,0,2,2,5,5,11,2,27,-0.694594807,-0.694594807,-0.282983069,-0.282983069,0.334434537,0.334434537,1.569269749,-0.282983069
483634038,0,3,1,6,10,11,4,10,7,52,-0.529150262,-0.831521841,-0.075592895,0.529150262,0.680336051,-0.377964473,0.529150262,0.075592895
487357446,1,2,3,3,11,7,4,9,2,41,-0.563686753,-0.383306992,-0.383306992,1.059731096,0.338212052,-0.202927231,0.698971574,-0.563686753
495887747,1,7,5,11,1,0,5,11,11,51,0.077906574,-0.171394464,0.57650865,-0.66999654,-0.794647058,-0.171394464,0.57650865,0.57650865
496877911,1,5,5,3,4,1,1,10,6,35,0.114377253,0.114377253,-0.251629956,-0.068626352,-0.617637165,-0.617637165,1.029395274,0.297380857
497208638,0,2,0,0,0,0,2,14,8,26,-0.18966081,-0.493118107,-0.493118107,-0.493118107,-0.493118107,-0.18966081,1.63108297,0.72071108
498653669,0,4,3,11,13,14,10,13,7,75,-0.767001591,-0.909699562,0.231884202,0.517280143,0.659978114,0.089186232,0.517280143,-0.33890768
500050085,0,1,0,1,3,3,1,5,2,16,-0.288675135,-0.577350269,-0.288675135,0.288675135,0.288675135,-0.288675135,0.866025404,-1.39E-17
500089073,0,2,0,2,2,3,2,2,0,13,0.116510346,-0.504878164,0.116510346,0.116510346,0.427204601,0.116510346,0.116510346,-0.504878164
505857085,1,2,6,17,21,9,3,1,0,59,-0.577558549,-0.147747536,1.03423275,1.464043763,0.174610724,-0.470105795,-0.685011302,-0.792464055
507136488,0,0,2,0,11,15,14,12,0,54,-0.914860099,-0.64379044,-0.914860099,0.576023025,1.118162343,0.982627514,0.711557855,-0.914860099
509294810,0,6,7,1,2,6,11,13,7,53,-0.097478667,0.0584872,-0.877308,-0.721342134,-0.097478667,0.682350667,0.9942824,0.0584872
510742583,0,3,11,12,7,15,11,12,8,79,-0.922969508,0.151031374,0.285281484,-0.385969067,0.688031815,0.151031374,0.285281484,-0.251718957
512579100,0,5,2,1,3,4,5,11,6,37,0.064684623,-0.452792359,-0.625284686,-0.280300032,-0.107807705,0.064684623,1.099638587,0.23717695
